09a23a36fad47520	5828703118	d15f28582ddea0f2317f43c8d80d4e04b62cefd861ce8bce3deab46d165b8d38	d15f28582ddea0f2317f43c8d80d4e04b62cefd861ce8bce3deab46d165b8d38	MATCH
0a5acff54f93af2e	6383598700	71960df33b0c3f0c7d2114c1294a0cfdf98fd38060a2b1e66cb0a4a4f58034b2	71960df33b0c3f0c7d2114c1294a0cfdf98fd38060a2b1e66cb0a4a4f58034b2	MATCH
1e946f8f3b6ffa06	5964329695	a693a1a6b2b8d456b63816d8cb25e5edb18e5ea965051c0d261991ec0ac60598	a693a1a6b2b8d456b63816d8cb25e5edb18e5ea965051c0d261991ec0ac60598	MATCH
21835871e6144e95	6096470975	a084a37dbee3b1963d304a9a767236185ca8a0c4b407013676932c2b79bbbe02	a084a37dbee3b1963d304a9a767236185ca8a0c4b407013676932c2b79bbbe02	MATCH
329b85b7cdf2ab94	7318984975	d98a80027ddef85659e2a344e5fa3fb24de2c4fb199d3f1f74d310308b443ff5	d98a80027ddef85659e2a344e5fa3fb24de2c4fb199d3f1f74d310308b443ff5	MATCH
4ed50fad4b613045	5573671433	f0e7192e90ecb434f29172ff3b97838160c01462e2c9e53c4f828b5e995eebd7	f0e7192e90ecb434f29172ff3b97838160c01462e2c9e53c4f828b5e995eebd7	MATCH
6b29a970f356c68b	5592242351	1062a377d12c83e5239593b6498439a0031a270755dc35a00c822edadf5996c1	1062a377d12c83e5239593b6498439a0031a270755dc35a00c822edadf5996c1	MATCH
705d62c3af203bd8	5967836932	5c31936ea6ffda33c7df1d1e64fdb5bf71be89adca9ddbb1ee1b19cb9c718c14	5c31936ea6ffda33c7df1d1e64fdb5bf71be89adca9ddbb1ee1b19cb9c718c14	MATCH
74ce76acad2f4cf4	6645240261	6aab76978ab7ed6a9512807f8587c6143350be1681b9fab45551ed691b4d4b69	6aab76978ab7ed6a9512807f8587c6143350be1681b9fab45551ed691b4d4b69	MATCH
74fcc09b1b23a104	6093019125	a0556a25ae9a67b100972a2252caa69fbaa54cf6e73db694bac15bbbaed11492	a0556a25ae9a67b100972a2252caa69fbaa54cf6e73db694bac15bbbaed11492	MATCH
75b3c23623dcf9bf	7875950976	63444cec6f90f84393a88e4e10c73532fdb8b3d79ed2cebe31211cc8aad3f07c	63444cec6f90f84393a88e4e10c73532fdb8b3d79ed2cebe31211cc8aad3f07c	MATCH
9a5b6799a662168b	5793488970	16370b54cdc09aa37578ea62602c18d112e194892ebd298003e9e221641f7aa4	16370b54cdc09aa37578ea62602c18d112e194892ebd298003e9e221641f7aa4	MATCH
dd2aa6a3da6eb429	5778351830	da6dd5ac514e33dc61ee86847de86e975f66ecd3a97e94a62f38b31699e946b3	da6dd5ac514e33dc61ee86847de86e975f66ecd3a97e94a62f38b31699e946b3	MATCH
